"","ds","Global_reactive_power","y","kitchen_kwh","laundry_kwh","waterheat_aircond_kwh","Other_kwh","Voltage","Global_intensity","week"
"746",2008-12-30,113.206,19.9206333333333,0,0.245,7.145,12.5306333333333,244.638166666667,3.40180555555556,53
"747",2008-12-31,129.272,32.7364666666667,2.975,0.246,11.86,17.6554666666667,243.296618055556,5.68763888888889,53
"748",2009-01-01,112.668,23.4448666666667,0.765,3.845,2.803,16.0318666666667,242.8360625,4.14986111111111,1
"749",2009-01-02,204.73,38.7918333333333,2.417,6.018,11.841,18.5158333333333,242.704888888889,6.73777777777778,1
"750",2009-01-03,174.912,31.8916,6.44,0.328,10.439,14.6846,243.681458333333,5.53083333333333,1
"751",2009-01-04,167.338,32.3332333333333,1.457,5.251,3.245,22.3802333333333,244.822430555556,5.63319444444444,1
"752",2009-01-05,128.938,26.7333333333333,1.247,0.322,8.65,16.5143333333333,244.830777777778,4.63625,1
"753",2009-01-06,115.556,28.1643666666667,0,0.254,12.462,15.4483666666667,245.092666666667,4.83402777777778,1
"754",2009-01-07,141.504,34.6712,2.687,3.82,9.979,18.1852,246.040638888889,5.94680555555556,1
"755",2009-01-08,124.374,27.2211666666667,2.773,0.299,10.075,14.0741666666667,245.350736111111,4.72069444444444,2
"756",2009-01-09,115.572,29.8117,1.802,0.272,9.285,18.4527,244.622409722222,5.18208333333333,2
"757",2009-01-10,161.734,35.0491333333333,2.828,4.288,12.539,15.3941333333333,244.120486111111,6.08888888888889,2
"758",2009-01-11,143.24,32.9331333333333,4.521,5.301,5.887,17.2241333333333,245.531548611111,5.76472222222222,2
"759",2009-01-12,112.428,26.4879666666667,0,0.261,12.147,14.0799666666667,245.527069444444,4.51388888888889,2
"760",2009-01-13,134.142,36.3766666666667,1.14,0.329,16.194,18.7136666666667,244.458340277778,6.25430555555556,2
"761",2009-01-14,120.792,29.6965333333333,2.279,0.332,10.318,16.7675333333333,244.601951388889,5.11305555555556,2
"762",2009-01-15,115.546,26.0678,2.731,0.39,9.561,13.3858,243.021277777778,4.52055555555556,3
"763",2009-01-16,179.92,46.1092333333333,5.811,3.158,15.22,21.9202333333333,242.568972222222,8.04055555555555,3
"764",2009-01-17,164.544,55.297,2.477,3.154,15.322,34.344,241.631541666667,9.57888888888889,3
"765",2009-01-18,209.84,52.5699,5.649,6.701,12.727,27.4929,242.644083333333,9.16763888888889,3
"766",2009-01-19,119.274,28.3311,1.118,0.376,10.279,16.5581,243.126173611111,4.92444444444444,3
"767",2009-01-20,133.88,28.9671333333333,0,0.282,13.727,14.9581333333333,243.399854166667,4.97972222222222,3
"768",2009-01-21,128.044,28.9905666666667,1.148,2.159,9.83,15.8535666666667,244.1051875,4.99291666666667,3
"769",2009-01-22,115.6,20.6226,0,0.341,8.246,12.0356,244.006354166667,3.59,4
"770",2009-01-23,126.298,31.8422666666667,2.078,0.295,12.146,17.3232666666667,242.768951388889,5.53083333333333,4
"771",2009-01-24,169.974,36.6795,5.096,4.492,8.322,18.7695,243.250756944444,6.39111111111111,4
"772",2009-01-25,147.766,47.3944,3.971,5.96,11.213,26.2504,242.543993055556,8.15138888888889,4
"773",2009-01-26,113.276,27.9078666666667,1.121,0.348,9.821,16.6178666666667,243.200270833333,4.83444444444444,4
"774",2009-01-27,135.636,23.7505,0.896,0.278,6.608,15.9685,243.937604166667,4.16791666666667,4
"775",2009-01-28,116.02,45.3622333333333,2.301,6.949,14.285,21.8272333333333,243.032222222222,7.83097222222222,4
"776",2009-01-29,104.306,26.2283,0,0.294,8.996,16.9383,243.362847222222,4.53263888888889,5
"777",2009-01-30,120.094,34.3173,1.622,0.28,12.147,20.2683,244.289833333333,5.91791666666667,5
"778",2009-01-31,238.712,55.2142,8.278,6.575,15.309,25.0522,242.471381944444,9.63319444444445,5
"779",2009-02-01,149.582,30.1243333333333,3.33,0.622,7.494,18.6783333333333,238.305784722222,5.25333333333333,5
"780",2009-02-02,106.588,26.7216666666667,1.159,0.232,10.915,14.4156666666667,244.874826388889,4.58111111111111,5
"781",2009-02-03,123.01,31.1398333333333,0.703,0.878,14.984,14.5748333333333,244.302722222222,5.34388888888889,5
"782",2009-02-04,151.604,41.0154,0.871,6.961,15.96,17.2234,244.686694444444,7.04138888888889,5
"783",2009-02-05,122.188,27.4848,1.104,0.264,12.987,13.1298,243.8550625,4.7625,6
"784",2009-02-06,126.872,34.1399333333333,1.165,0.273,11.716,20.9859333333333,243.288930555556,5.92166666666667,6
"785",2009-02-07,184.644,52.1922666666667,6.822,4.483,17.873,23.0142666666667,242.050923611111,9.08097222222222,6
"786",2009-02-08,134.02,36.3811,5.341,0.259,15.174,15.6071,243.354569444444,6.32958333333333,6
"787",2009-02-09,134.608,28.4439666666667,1.063,0.228,9.375,17.7779666666667,243.321986111111,4.96555555555556,6
"788",2009-02-10,115.832,32.3970333333333,1.128,0.263,12.339,18.6670333333333,243.157770833333,5.58416666666667,6
"789",2009-02-11,239.362,43.9898333333333,2.985,10.477,12.195,18.3328333333333,242.0975625,7.73125,6
"790",2009-02-12,119.284,32.811,1.109,0.299,17.724,13.679,242.911527777778,5.68263888888889,7
"791",2009-02-13,109.186,28.1670333333333,1.1,0.254,11.554,15.2590333333333,241.693333333333,4.89180555555556,7
"792",2009-02-14,118.768,38.9221666666667,2.28,3.256,18.543,14.8431666666667,241.946534722222,6.72819444444444,7
"793",2009-02-15,114.022,26.4338666666667,2.465,0.226,5.234,18.5088666666667,242.8439375,4.50138888888889,7
"794",2009-02-16,111.806,21.9832333333333,0,0.261,7.037,14.6852333333333,242.143006944444,3.82819444444444,7
"795",2009-02-17,112.69,13.0283,0,0.266,3.925,8.8373,238.224145833333,2.26055555555556,7
"796",2009-02-18,113.064,13.7741666666667,0,0.297,5.471,8.00616666666667,242.231097222222,2.35583333333333,7
"797",2009-02-19,99.378,12.2878,1.046,0.262,1.796,9.1838,241.549590277778,2.11152777777778,8
"798",2009-02-20,147.036,31.3456,2.897,0.293,8.768,19.3876,240.190708333333,5.535,8
"799",2009-02-21,155.402,21.9364,2.111,0.262,3.983,15.5804,240.954340277778,3.80666666666667,8
"800",2009-02-22,175.828,37.3079666666667,3.816,8.576,7.133,17.7829666666667,241.316305555556,6.53472222222222,8
"801",2009-02-23,129.8,45.5609333333333,1.212,3.744,12.471,28.1339333333333,241.240881944444,7.87305555555556,8
"802",2009-02-24,123.346,29.7190666666667,0,1.602,14.512,13.6050666666667,240.887923611111,5.16763888888889,8
"803",2009-02-25,113.07,19.4974,1.092,0.274,7.359,10.7724,241.201965277778,3.4125,8
"804",2009-02-26,112.6,19.2808666666667,0,0.268,6.841,12.1718666666667,240.732368055556,3.36305555555556,9
"805",2009-02-27,202.116,33.8153,1.154,0.246,14.831,17.5843,240.9656875,5.90347222222222,9
"806",2009-02-28,212.588,27.1791666666667,1.145,5.358,8.006,12.6701666666667,242.397277777778,4.83430555555556,9
"807",2009-03-01,189.494,41.2092333333333,11.224,2.741,8.852,18.3922333333333,242.139729166667,7.23069444444444,9
"808",2009-03-02,135.364,24.6240333333333,1.56,0.31,6.684,16.0700333333333,242.241847222222,4.40111111111111,9
"809",2009-03-03,127.904,30.8158666666667,1.159,0.268,13.024,16.3648666666667,242.897354166667,5.34708333333333,9
"810",2009-03-04,129.434,30.7021666666667,2.214,2.57,8.393,17.5251666666667,242.384486111111,5.39722222222222,9
"811",2009-03-05,112.462,24.0302,0,0.271,9.094,14.6652,241.679604166667,4.25333333333333,10
"812",2009-03-06,128.956,29.7245666666667,1.144,0.265,12.056,16.2595666666667,240.7933125,5.26361111111111,10
"813",2009-03-07,149.866,28.2744333333333,1.055,0.811,12.113,14.2954333333333,242.471645833333,4.93597222222222,10
"814",2009-03-08,194.186,39.2861,7.253,5.26,12.691,14.0821,242.159791666667,6.88180555555556,10
"815",2009-03-09,136.04,28.0926,2.001,0.369,10.336,15.3866,242.482305555556,4.90444444444444,10
"816",2009-03-10,114.902,30.6035,0,0.281,11.61,18.7125,241.8284375,5.34069444444444,10
"817",2009-03-11,137.244,40.0984,3.476,7.288,10.737,18.5974,241.821173611111,7.02763888888889,10
"818",2009-03-12,134.772,31.4543333333333,0,0.364,13.655,17.4353333333333,241.998423611111,5.45791666666667,11
"819",2009-03-13,138.684,24.092,1.082,0.311,10.466,12.233,242.757305555556,4.17138888888889,11
"820",2009-03-14,155.25,35.8171333333333,2.196,0.28,18.036,15.3051333333333,242.178805555556,6.18611111111111,11
"821",2009-03-15,177.752,32.3677,3.478,5.152,8.353,15.3847,241.771111111111,5.69625,11
"822",2009-03-16,119.348,22.3007,0,0.306,9.291,12.7037,242.409527777778,3.855,11
"823",2009-03-17,234.992,32.1985,1.11,3.952,12.32,14.8165,241.956423611111,5.64930555555556,11
"824",2009-03-18,121.906,24.178,1.123,0.375,12.101,10.579,242.840618055556,4.18111111111111,11
"825",2009-03-19,116.412,19.8588666666667,0,0.314,9.458,10.0868666666667,242.776277777778,3.42486111111111,12
"826",2009-03-20,130.038,24.3984333333333,1.083,0.308,10.618,12.3894333333333,242.916486111111,4.21777777777778,12
"827",2009-03-21,197.656,32.1670333333333,5.42,0.682,10.266,15.7990333333333,242.582722222222,5.67180555555556,12
"828",2009-03-22,130.28,28.1528333333333,2.017,3.778,9.015,13.3428333333333,241.527611111111,4.95055555555556,12
"829",2009-03-23,120.122,21.6075,1.078,0.31,5.999,14.2205,242.053652777778,3.78944444444444,12
"830",2009-03-24,146.836,27.6952,1.71,0.352,10.149,15.4842,242.484097222222,4.89430555555556,12
"831",2009-03-25,194.036,30.6462333333333,2.78,3.315,10.287,14.2642333333333,243.1130625,5.35305555555556,12
"832",2009-03-26,119.75,20.1834,0,0.312,8.596,11.2754,242.935756944444,3.50166666666667,13
"833",2009-03-27,181.074,28.5654333333333,1.103,0.526,9.947,16.9894333333333,242.628645833333,5.01513888888889,13
"834",2009-03-28,276.7,37.6829333333333,4.527,0.327,12.225,20.6039333333333,242.135618055556,6.60333333333333,13
"835",2009-03-29,137.094,36.9441666666667,1.611,4.024,9.502,21.8071666666667,242.548569444444,6.41833333333333,13
"836",2009-03-30,131.324,24.6242,1.085,0.295,9.901,13.3432,242.728520833333,4.30472222222222,13
"837",2009-03-31,137.988,30.3913666666667,2.202,2.711,12.958,12.5203666666667,242.167902777778,5.30902777777778,13
"838",2009-04-01,143.048,27.3523333333333,2.807,2.364,7.309,14.8723333333333,242.906034722222,4.80791666666667,13
"839",2009-04-02,124.762,27.4055666666667,1.128,0.324,13.5,12.4535666666667,242.239638888889,4.76138888888889,14
"840",2009-04-03,132.598,22.721,0,0.326,8.556,13.839,241.811888888889,3.98291666666667,14
"841",2009-04-04,199.728,36.5205333333333,2.699,4.172,16.251,13.3985333333333,241.450652777778,6.39652777777778,14
"842",2009-04-05,183.012,22.9286,3.832,0.357,6.503,12.2366,242.313708333333,4.11208333333333,14
"843",2009-04-06,131.54,24.2105666666667,0.799,0.333,10.141,12.9375666666667,242.301145833333,4.22555555555556,14
"844",2009-04-07,152.732,24.0015333333333,1.103,0.338,9.121,13.4395333333333,241.989416666667,4.23125,14
"845",2009-04-08,161.35,25.5766666666667,2.131,2.827,7.968,12.6506666666667,242.259729166667,4.52791666666667,14
"846",2009-04-09,176.936,31.5078666666667,2.682,0.366,13.482,14.9778666666667,242.296826388889,5.46458333333333,15
"847",2009-04-10,165.792,30.7019,2.057,2.822,13.828,11.9949,242.034486111111,5.32916666666667,15
"848",2009-04-11,253.666,41.0407666666667,3.661,4.286,18.233,14.8607666666667,240.969256944444,7.17527777777778,15
"849",2009-04-12,281.67,35.6835333333333,7.498,1.504,12.47,14.2115333333333,240.403298611111,6.33277777777778,15
"850",2009-04-13,200.072,26.6654,1.006,5.648,6.209,13.8024,241.132319444444,4.73541666666667,15
"851",2009-04-14,188.58,25.0256333333333,0.888,2.341,9.478,12.3186333333333,241.492326388889,4.435,15
"852",2009-04-15,190.886,20.2677,1.88,0.463,5.278,12.6467,241.320708333333,3.61097222222222,15
"853",2009-04-16,179.016,26.0754,2.896,0.397,9.809,12.9734,240.476041666667,4.62416666666667,16
"854",2009-04-17,171.198,34.0468333333333,0,5.224,7.655,21.1678333333333,241.327729166667,5.96694444444444,16
"855",2009-04-18,146.958,25.2044333333333,1.028,2.613,10.699,10.8644333333333,241.04625,4.42805555555556,16
"856",2009-04-19,153.604,21.4411333333333,2.201,0.376,8.088,10.7761333333333,242.658534722222,3.74847222222222,16
"857",2009-04-20,169.502,24.7751666666667,0,2.644,10.476,11.6551666666667,241.904555555556,4.33333333333333,16
"858",2009-04-21,182.732,31.5766333333333,1.925,0.375,7.38,21.8966333333333,240.648465277778,5.53527777777778,16
"859",2009-04-22,203.908,24.9366333333333,1.024,1.203,13.265,9.44463333333333,241.274854166667,4.37277777777778,16
"860",2009-04-23,175.454,19.0243333333333,1.068,0.395,5.511,12.0503333333333,241.494638888889,3.40222222222222,17
"861",2009-04-24,180.82,19.9008,0,0.383,9.677,9.8408,241.790083333333,3.52986111111111,17
"862",2009-04-25,235.592,33.7047333333333,2.007,3.901,13.225,14.5717333333333,240.508333333333,5.93611111111111,17
"863",2009-04-26,229.618,29.6937666666667,3.053,3.017,10.561,13.0627666666667,241.864923611111,5.24208333333333,17
"864",2009-04-27,160.408,22.5271333333333,0.995,0.376,7.021,14.1351333333333,241.001229166667,4.00416666666667,17
"865",2009-04-28,160.366,28.4397666666667,2.068,0.371,11.469,14.5317666666667,241.990125,5.05902777777778,17
"866",2009-04-29,141.616,27.7446666666667,1.043,2.492,9.372,14.8376666666667,242.186541666667,4.85847222222222,17
"867",2009-04-30,138.056,30.5793666666667,1.027,0.363,15.305,13.8843666666667,241.904333333333,5.32388888888889,18
"868",2009-05-01,190.462,25.2133666666667,1.067,1.052,11.709,11.3853666666667,241.273090277778,4.42416666666667,18
"869",2009-05-02,179.62,23.2318333333333,1.43,0.374,9.76,11.6678333333333,241.882902777778,4.0775,18
"870",2009-05-03,179.698,26.8146333333333,3.207,2.593,7.226,13.7886333333333,242.066333333333,4.76194444444444,18
"871",2009-05-04,146.056,27.7980333333333,1.007,0.411,11.374,15.0060333333333,241.435229166667,4.84138888888889,18
"872",2009-05-05,141.914,28.8579,1.049,5.539,10.166,12.1039,240.818493055556,5.05722222222222,18
"873",2009-05-06,146.378,22.4983666666667,1.038,1.797,9.058,10.6053666666667,240.896715277778,3.96972222222222,18
"874",2009-05-07,135.008,16.8774666666667,0,0.374,7.992,8.51146666666667,241.173513888889,2.97277777777778,19
"875",2009-05-08,154.882,30.9526,2.226,0.848,15.426,12.4526,240.8248125,5.41777777777778,19
"876",2009-05-09,182.984,21.0225333333333,2.09,0.382,6.605,11.9455333333333,241.574229166667,3.76444444444444,19
"877",2009-05-10,205.092,32.7939,4.3,6.67,8.693,13.1309,241.070465277778,5.84305555555556,19
"878",2009-05-11,158.44,25.2862666666667,1.035,0.457,11.009,12.7852666666667,240.251326388889,4.43097222222222,19
"879",2009-05-12,150.022,27.0992666666667,0,2.713,11.335,13.0512666666667,240.376777777778,4.76888888888889,19
"880",2009-05-13,171.566,20.7733,1.419,0.553,7.127,11.6743,240.635979166667,3.70736111111111,19
"881",2009-05-14,151.91,26.7830666666667,0,4.065,11.499,11.2190666666667,240.059520833333,4.80569444444444,20
"882",2009-05-15,140.546,23.7037666666667,1.382,0.494,12.195,9.63276666666667,240.957201388889,4.18277777777778,20
"883",2009-05-16,186.502,33.4563,1.705,4.82,12.265,14.6663,239.988756944444,5.88541666666667,20
"884",2009-05-17,226.46,25.7294,2.555,1.926,7.168,14.0804,240.300729166667,4.60541666666667,20
"885",2009-05-18,154.56,20.1651,0.763,0.374,8.971,10.0571,240.958673611111,3.51819444444444,20
"886",2009-05-19,188.884,26.9557333333333,3.253,0.792,10.981,11.9297333333333,240.9929375,4.70152777777778,20
"887",2009-05-20,182.382,21.7860333333333,1.061,1.889,9.47,9.36603333333333,241.319708333333,3.83944444444444,20
"888",2009-05-21,212.396,26.2525,1.553,1.278,12.563,10.8585,241.019104166667,4.60847222222222,21
"889",2009-05-22,237.242,17.9134333333333,0.982,1.207,8.078,7.64643333333333,241.966534722222,3.20097222222222,21
"890",2009-05-23,193.25,25.5099666666667,0.48,1.844,12.579,10.6069666666667,240.568416666667,4.49444444444444,21
"891",2009-05-24,177.2,21.4631,0.045,0.446,10.256,10.7161,242.017965277778,3.77055555555556,21
"892",2009-05-25,183.162,22.5682666666667,0.92,0.966,9.93,10.7522666666667,238.430902777778,4.00180555555556,21
"893",2009-05-26,126.784,22.3149666666667,1.191,0.866,10.1,10.1579666666667,231.794284722222,4.04,21
"894",2009-05-27,124.902,25.7382,1.052,2.355,11.076,11.2552,231.142972222222,4.67347222222222,21
"895",2009-05-28,128.786,19.6622666666667,1.502,0.421,9.049,8.69026666666667,233.702361111111,3.51291666666667,22
"896",2009-05-29,147.15,20.7141,1.005,0.434,10.112,9.1631,241.558701388889,3.63347222222222,22
"897",2009-05-30,233.688,27.6517666666667,2.787,1.707,11.557,11.6007666666667,241.163409722222,4.90305555555556,22
"898",2009-05-31,200.616,15.9481666666667,1.466,0.458,5.72,8.30416666666667,241.456145833333,2.88666666666667,22
"899",2009-06-01,229.876,24.0543333333333,2.789,0.461,11.361,9.44333333333333,241.334125,4.31125,22
"900",2009-06-02,223.696,18.1773,0,0.506,7.892,9.7793,241.630298611111,3.36777777777778,22
"901",2009-06-03,200.926,22.6096333333333,0.94,1.37,11.577,8.72263333333333,240.405923611111,4.07666666666667,22
"902",2009-06-04,164.662,17.261,1.906,0.455,6.905,7.995,240.010201388889,3.08347222222222,23
"903",2009-06-05,156.95,20.506,0,0.456,12.515,7.535,239.863208333333,3.65,23
"904",2009-06-06,233.496,24.5908333333333,1.769,2.732,10.611,9.47883333333333,240.581840277778,4.41430555555556,23
"905",2009-06-07,218.93,20.1232,2.077,1.641,6.034,10.3712,241.0185625,3.62888888888889,23
"906",2009-06-08,129.36,19.6462666666667,1.024,0.432,8.551,9.63926666666667,240.064729166667,3.54208333333333,23
"907",2009-06-09,154.396,22.2141666666667,1,0.414,10.695,10.1051666666667,240.923513888889,3.95777777777778,23
"908",2009-06-10,159.208,26.7166,1.032,4.745,9.889,11.0506,240.716083333333,4.73388888888889,23
"909",2009-06-11,159.932,21.6775,0,0.472,10.61,10.5955,241.176055555556,3.85333333333333,24
"910",2009-06-12,152.704,18.3622,1.009,0.46,7.137,9.7562,240.937340277778,3.26597222222222,24
"911",2009-06-13,3.918,0.236966666666667,0,0.005,0.079,0.152966666666667,5.08026388888889,0.0418055555555556,24
"912",2009-06-14,0,0,0,0,0,0,0,0,24
"913",2009-06-15,153.828,12.8651333333333,0.916,0.348,5.662,5.93913333333333,164.632784722222,2.31430555555556,24
"914",2009-06-16,212.188,25.1465333333333,2.983,1.221,13.691,7.25153333333333,240.831180555556,4.48486111111111,24
"915",2009-06-17,192.86,16.4669333333333,0.975,0.611,7.193,7.68793333333333,241.295506944444,2.95888888888889,24
"916",2009-06-18,165.954,19.4283333333333,0,0.461,11.223,7.74433333333333,241.296222222222,3.4075,25
"917",2009-06-19,164.26,18.1144333333333,0.969,0.475,7.737,8.93343333333333,241.317583333333,3.20847222222222,25
"918",2009-06-20,179.056,18.4516666666667,0,2.657,9.159,6.63566666666667,241.484583333333,3.24944444444444,25
"919",2009-06-21,161.526,14.2523666666667,1.039,0.412,6.002,6.79936666666667,241.286756944444,2.53222222222222,25
"920",2009-06-22,162.124,18.2349666666667,0,0.449,11.148,6.63796666666667,241.202291666667,3.21805555555556,25
"921",2009-06-23,163.872,17.3202333333333,1.01,1.261,8.186,6.86323333333333,241.213263888889,3.07513888888889,25
"922",2009-06-24,194.322,25.5812333333333,3.059,1.239,14.275,7.00823333333333,240.537180555556,4.51611111111111,25
"923",2009-06-25,183.966,12.8560333333333,0,0.495,6.224,6.13703333333333,241.177951388889,2.31388888888889,26
"924",2009-06-26,238.866,21.2887,1.826,0.538,9.952,8.9727,240.540770833333,3.84097222222222,26
"925",2009-06-27,271.624,28.4842,2.663,2.432,13.468,9.9212,241.814145833333,5.02819444444444,26
"926",2009-06-28,277.824,17.6565666666667,0,1.421,6.742,9.49356666666667,241.838430555556,3.20902777777778,26
"927",2009-06-29,236.026,16.8355666666667,1.794,0.598,6.462,7.98156666666667,241.893826388889,3.02638888888889,26
"928",2009-06-30,283.15,19.8741,0.582,1.034,8.989,9.2691,241.943604166667,3.64222222222222,26
"929",2009-07-01,265.742,20.3057,0.989,0.59,9.747,8.9797,241.809298611111,3.64694444444444,26
"930",2009-07-02,276.318,20.7096333333333,0.637,0.603,8.032,11.4376333333333,241.966743055556,3.715,27
"931",2009-07-03,245.996,14.4024666666667,0.856,0.642,7.371,5.53346666666667,241.923347222222,2.63513888888889,27
"932",2009-07-04,373.902,20.6428,2.084,2.329,6.791,9.4388,241.147465277778,3.84416666666667,27
"933",2009-07-05,383.148,23.5122666666667,3.215,1.438,8.014,10.8452666666667,241.444576388889,4.31027777777778,27
"934",2009-07-06,270.972,15.9043333333333,0.429,0.755,7.142,7.57833333333333,241.763472222222,2.90180555555556,27
"935",2009-07-07,256.638,18.5022666666667,1.292,3.619,5.704,7.88726666666667,241.641006944444,3.40375,27
"936",2009-07-08,221.196,20.5733333333333,0,3.514,9.308,7.75133333333333,241.60375,3.69097222222222,27
"937",2009-07-09,194.652,14.1042,0,0.656,4.783,8.6652,242.591125,2.61180555555556,28
"938",2009-07-10,217.23,19.7853,0.988,2.624,7.492,8.6813,241.573756944444,3.51069444444444,28
"939",2009-07-11,249.472,16.5661333333333,0.981,0.683,7.756,7.14613333333333,242.214791666667,3.01819444444444,28
"940",2009-07-12,191.48,8.55796666666667,0,0.589,4.06,3.90896666666667,242.3049375,1.60097222222222,28
"941",2009-07-13,196.526,8.2791,0,0.594,3.881,3.8041,242.547513888889,1.5625,28
"942",2009-07-14,266.574,15.1905,2.303,0.618,6.155,6.1145,242.205388888889,2.81527777777778,28
"943",2009-07-15,189.692,11.9679,0.878,0.932,5.82,4.3379,241.926895833333,2.1675,28
"944",2009-07-16,259.326,9.99256666666667,0,1.724,3.902,4.36656666666667,242.116979166667,1.87611111111111,29
"945",2009-07-17,179.134,12.1968,0,0.626,6.67,4.9008,241.594618055556,2.19527777777778,29
"946",2009-07-18,218.338,16.1068333333333,0,0.663,5.389,10.0548333333333,242.006277777778,2.88486111111111,29
"947",2009-07-19,259.25,20.0607333333333,0,0.598,5.058,14.4047333333333,242.046604166667,3.52583333333333,29
"948",2009-07-20,217.864,11.0414333333333,0.914,0.784,4.948,4.39543333333333,241.841861111111,2.04791666666667,29
"949",2009-07-21,266.7,13.5627,0,0.981,7.795,4.7867,242.522875,2.50055555555556,29
"950",2009-07-22,238.48,12.3255333333333,0,0.681,3.965,7.67953333333333,242.079416666667,2.2625,29
"951",2009-07-23,218.91,17.1666666666667,0.926,0.622,9.064,6.55466666666667,241.943319444444,3.05277777777778,30
"952",2009-07-24,208.536,9.3623,0,0.63,4.128,4.6043,241.750826388889,1.75652777777778,30
"953",2009-07-25,195.46,8.9448,0,0.577,3.716,4.6518,242.097069444444,1.68222222222222,30
"954",2009-07-26,239.798,9.05026666666667,0,1.019,3.799,4.23226666666667,242.657402777778,1.71736111111111,30
"955",2009-07-27,321.95,11.4761,0,2.062,5.202,4.2121,242.528090277778,2.18208333333333,30
"956",2009-07-28,252.766,15.0475,0,4.899,4.353,5.7955,242.221409722222,2.76805555555556,30
"957",2009-07-29,185.468,15.0333333333333,0.869,0.749,7.549,5.86633333333333,241.500472222222,2.71138888888889,30
"958",2009-07-30,198.206,13.2054333333333,0,2.304,4.04,6.86143333333333,242.439013888889,2.41069444444444,31
"959",2009-07-31,228.246,16.2638333333333,0.865,3.423,6.302,5.67383333333333,241.8710625,3.00222222222222,31
"960",2009-08-01,242.662,11.7827666666667,0,0.844,6.248,4.69076666666667,241.503006944444,2.20736111111111,31
"961",2009-08-02,205.492,8.16206666666667,0,0.637,3.539,3.98606666666667,240.941597222222,1.56847222222222,31
"962",2009-08-03,197.3,8.3383,0,0.605,3.811,3.9223,241.920069444444,1.56555555555556,31
"963",2009-08-04,196.38,8.48153333333333,0,0.607,3.871,4.00353333333333,242.276486111111,1.60944444444444,31
"964",2009-08-05,207.894,8.6442,0,0.62,4.042,3.9822,242.307576388889,1.64444444444444,31
"965",2009-08-06,214.786,8.87786666666667,0,0.659,4.193,4.02586666666667,241.22875,1.67736111111111,32
"966",2009-08-07,221.29,8.98826666666667,0,0.668,4.232,4.08826666666667,241.357798611111,1.69583333333333,32
"967",2009-08-08,214.068,8.77453333333333,0,0.646,4.093,4.03553333333333,241.727097222222,1.65972222222222,32
"968",2009-08-09,284.326,16.6372333333333,1.984,2.38,5.154,7.11923333333333,242.049416666667,3.05722222222222,32
"969",2009-08-10,298.248,17.8226333333333,0,3.719,6.012,8.09163333333333,241.0285,3.27708333333333,32
"970",2009-08-11,307.45,15.8492333333333,0.857,1.467,6.577,6.94823333333333,241.841493055556,2.94875,32
"971",2009-08-12,272.552,13.7406,0.912,0.689,4.991,7.1486,241.808277777778,2.55430555555556,32
"972",2009-08-13,113.586,10.1140333333333,1.215,3.702,1.709,3.48803333333333,91.860625,1.82319444444444,33
"973",2009-08-14,241.328,12.4779333333333,0.429,0.85,4.647,6.55193333333333,241.179576388889,2.28319444444444,33
"974",2009-08-15,384.762,25.2343666666667,3.437,1.852,8.922,11.0233666666667,240.896347222222,4.60583333333333,33
"975",2009-08-16,409.052,20.2952,1.604,1.094,5.691,11.9062,240.520847222222,3.79444444444444,33
"976",2009-08-17,251.462,13.0984666666667,0.001,0.813,6.261,6.02346666666667,241.220444444444,2.41708333333333,33
"977",2009-08-18,246.724,18.0099666666667,2.306,1.44,6.324,7.93996666666667,240.826486111111,3.25819444444444,33
"978",2009-08-19,262.994,14.6790333333333,0.896,0.812,6.044,6.92703333333333,241.541569444444,2.72597222222222,33
"979",2009-08-20,260.89,12.9287,0,0.883,6.138,5.9077,241.085618055556,2.42333333333333,34
"980",2009-08-21,262.362,19.3624333333333,3.043,0.887,7.527,7.90543333333333,240.611756944444,3.50333333333333,34
"981",2009-08-22,417.834,25.8123,4.544,3.203,8.549,9.5163,241.123236111111,4.76069444444444,34
"982",2009-08-23,371.828,17.7784666666667,0.949,0.819,6.994,9.01646666666667,241.555472222222,3.33041666666667,34
"983",2009-08-24,285.104,20.8709,2.279,0.737,8.247,9.6079,241.065534722222,3.77180555555556,34
"984",2009-08-25,276.826,15.7268333333333,1.14,0.755,6.291,7.54083333333333,241.509861111111,2.88916666666667,34
"985",2009-08-26,269.214,18.9424333333333,2.131,1.516,7.86,7.43543333333333,241.777458333333,3.43277777777778,34
"986",2009-08-27,251.206,12.4911,0,0.664,4.283,7.5441,241.638125,2.31763888888889,35
"987",2009-08-28,246.89,18.6473666666667,1.778,1.125,7.485,8.25936666666667,240.8744375,3.37222222222222,35
"988",2009-08-29,315.52,23.1402333333333,0.905,1.483,11.707,9.04523333333333,240.975326388889,4.18347222222222,35
"989",2009-08-30,294.084,27.8057,2.653,1.363,10.648,13.1417,241.081256944444,4.98027777777778,35
"990",2009-08-31,219.318,21.0920333333333,0.96,0.678,9.974,9.48003333333333,238.742902777778,3.82236111111111,35
"991",2009-09-01,217.072,16.3422666666667,0,0.697,6.073,9.57226666666667,241.221104166667,2.99402777777778,35
"992",2009-09-02,207.858,20.3802333333333,0.947,0.659,9.921,8.85323333333333,241.817770833333,3.63819444444444,35
"993",2009-09-03,213.438,20.8531333333333,3.319,3.099,5.011,9.42413333333333,241.330069444444,3.76208333333333,36
"994",2009-09-04,181.064,17.0731333333333,0,0.636,8.095,8.34213333333333,242.012875,3.05625,36
