"","ds","Global_reactive_power","y","kitchen_kwh","laundry_kwh","waterheat_aircond_kwh","Other_kwh","Voltage","Global_intensity"
"854",16,171.198,34.0468333333333,0,5.224,7.655,21.1678333333333,241.327729166667,5.96694444444444
"855",16,146.958,25.2044333333333,1.028,2.613,10.699,10.8644333333333,241.04625,4.42805555555556
"856",16,153.604,21.4411333333333,2.201,0.376,8.088,10.7761333333333,242.658534722222,3.74847222222222
"857",16,169.502,24.7751666666667,0,2.644,10.476,11.6551666666667,241.904555555556,4.33333333333333
"858",16,182.732,31.5766333333333,1.925,0.375,7.38,21.8966333333333,240.648465277778,5.53527777777778
"859",16,203.908,24.9366333333333,1.024,1.203,13.265,9.44463333333333,241.274854166667,4.37277777777778
"860",17,175.454,19.0243333333333,1.068,0.395,5.511,12.0503333333333,241.494638888889,3.40222222222222
"861",17,180.82,19.9008,0,0.383,9.677,9.8408,241.790083333333,3.52986111111111
"862",17,235.592,33.7047333333333,2.007,3.901,13.225,14.5717333333333,240.508333333333,5.93611111111111
"863",17,229.618,29.6937666666667,3.053,3.017,10.561,13.0627666666667,241.864923611111,5.24208333333333
"864",17,160.408,22.5271333333333,0.995,0.376,7.021,14.1351333333333,241.001229166667,4.00416666666667
"865",17,160.366,28.4397666666667,2.068,0.371,11.469,14.5317666666667,241.990125,5.05902777777778
"866",17,141.616,27.7446666666667,1.043,2.492,9.372,14.8376666666667,242.186541666667,4.85847222222222
"867",18,138.056,30.5793666666667,1.027,0.363,15.305,13.8843666666667,241.904333333333,5.32388888888889
"868",18,190.462,25.2133666666667,1.067,1.052,11.709,11.3853666666667,241.273090277778,4.42416666666667
"869",18,179.62,23.2318333333333,1.43,0.374,9.76,11.6678333333333,241.882902777778,4.0775
"870",18,179.698,26.8146333333333,3.207,2.593,7.226,13.7886333333333,242.066333333333,4.76194444444444
"871",18,146.056,27.7980333333333,1.007,0.411,11.374,15.0060333333333,241.435229166667,4.84138888888889
"872",18,141.914,28.8579,1.049,5.539,10.166,12.1039,240.818493055556,5.05722222222222
"873",18,146.378,22.4983666666667,1.038,1.797,9.058,10.6053666666667,240.896715277778,3.96972222222222
"874",19,135.008,16.8774666666667,0,0.374,7.992,8.51146666666667,241.173513888889,2.97277777777778
"875",19,154.882,30.9526,2.226,0.848,15.426,12.4526,240.8248125,5.41777777777778
"876",19,182.984,21.0225333333333,2.09,0.382,6.605,11.9455333333333,241.574229166667,3.76444444444444
"877",19,205.092,32.7939,4.3,6.67,8.693,13.1309,241.070465277778,5.84305555555556
"878",19,158.44,25.2862666666667,1.035,0.457,11.009,12.7852666666667,240.251326388889,4.43097222222222
"879",19,150.022,27.0992666666667,0,2.713,11.335,13.0512666666667,240.376777777778,4.76888888888889
"880",19,171.566,20.7733,1.419,0.553,7.127,11.6743,240.635979166667,3.70736111111111
"881",20,151.91,26.7830666666667,0,4.065,11.499,11.2190666666667,240.059520833333,4.80569444444444
"882",20,140.546,23.7037666666667,1.382,0.494,12.195,9.63276666666667,240.957201388889,4.18277777777778
"883",20,186.502,33.4563,1.705,4.82,12.265,14.6663,239.988756944444,5.88541666666667
"884",20,226.46,25.7294,2.555,1.926,7.168,14.0804,240.300729166667,4.60541666666667
"885",20,154.56,20.1651,0.763,0.374,8.971,10.0571,240.958673611111,3.51819444444444
"886",20,188.884,26.9557333333333,3.253,0.792,10.981,11.9297333333333,240.9929375,4.70152777777778
"887",20,182.382,21.7860333333333,1.061,1.889,9.47,9.36603333333333,241.319708333333,3.83944444444444
"888",21,212.396,26.2525,1.553,1.278,12.563,10.8585,241.019104166667,4.60847222222222
"889",21,237.242,17.9134333333333,0.982,1.207,8.078,7.64643333333333,241.966534722222,3.20097222222222
"890",21,193.25,25.5099666666667,0.48,1.844,12.579,10.6069666666667,240.568416666667,4.49444444444444
"891",21,177.2,21.4631,0.045,0.446,10.256,10.7161,242.017965277778,3.77055555555556
"892",21,183.162,22.5682666666667,0.92,0.966,9.93,10.7522666666667,238.430902777778,4.00180555555556
"893",21,126.784,22.3149666666667,1.191,0.866,10.1,10.1579666666667,231.794284722222,4.04
"894",21,124.902,25.7382,1.052,2.355,11.076,11.2552,231.142972222222,4.67347222222222
"895",22,128.786,19.6622666666667,1.502,0.421,9.049,8.69026666666667,233.702361111111,3.51291666666667
"896",22,147.15,20.7141,1.005,0.434,10.112,9.1631,241.558701388889,3.63347222222222
"897",22,233.688,27.6517666666667,2.787,1.707,11.557,11.6007666666667,241.163409722222,4.90305555555556
"898",22,200.616,15.9481666666667,1.466,0.458,5.72,8.30416666666667,241.456145833333,2.88666666666667
"899",22,229.876,24.0543333333333,2.789,0.461,11.361,9.44333333333333,241.334125,4.31125
"900",22,223.696,18.1773,0,0.506,7.892,9.7793,241.630298611111,3.36777777777778
"901",22,200.926,22.6096333333333,0.94,1.37,11.577,8.72263333333333,240.405923611111,4.07666666666667
"902",23,164.662,17.261,1.906,0.455,6.905,7.995,240.010201388889,3.08347222222222
"903",23,156.95,20.506,0,0.456,12.515,7.535,239.863208333333,3.65
"904",23,233.496,24.5908333333333,1.769,2.732,10.611,9.47883333333333,240.581840277778,4.41430555555556
"905",23,218.93,20.1232,2.077,1.641,6.034,10.3712,241.0185625,3.62888888888889
"906",23,129.36,19.6462666666667,1.024,0.432,8.551,9.63926666666667,240.064729166667,3.54208333333333
"907",23,154.396,22.2141666666667,1,0.414,10.695,10.1051666666667,240.923513888889,3.95777777777778
"908",23,159.208,26.7166,1.032,4.745,9.889,11.0506,240.716083333333,4.73388888888889
"909",24,159.932,21.6775,0,0.472,10.61,10.5955,241.176055555556,3.85333333333333
"910",24,152.704,18.3622,1.009,0.46,7.137,9.7562,240.937340277778,3.26597222222222
"911",24,3.918,0.236966666666667,0,0.005,0.079,0.152966666666667,5.08026388888889,0.0418055555555556
"912",24,0,0,0,0,0,0,0,0
"913",24,153.828,12.8651333333333,0.916,0.348,5.662,5.93913333333333,164.632784722222,2.31430555555556
"914",24,212.188,25.1465333333333,2.983,1.221,13.691,7.25153333333333,240.831180555556,4.48486111111111
"915",24,192.86,16.4669333333333,0.975,0.611,7.193,7.68793333333333,241.295506944444,2.95888888888889
"916",25,165.954,19.4283333333333,0,0.461,11.223,7.74433333333333,241.296222222222,3.4075
"917",25,164.26,18.1144333333333,0.969,0.475,7.737,8.93343333333333,241.317583333333,3.20847222222222
"918",25,179.056,18.4516666666667,0,2.657,9.159,6.63566666666667,241.484583333333,3.24944444444444
"919",25,161.526,14.2523666666667,1.039,0.412,6.002,6.79936666666667,241.286756944444,2.53222222222222
"920",25,162.124,18.2349666666667,0,0.449,11.148,6.63796666666667,241.202291666667,3.21805555555556
"921",25,163.872,17.3202333333333,1.01,1.261,8.186,6.86323333333333,241.213263888889,3.07513888888889
"922",25,194.322,25.5812333333333,3.059,1.239,14.275,7.00823333333333,240.537180555556,4.51611111111111
"923",26,183.966,12.8560333333333,0,0.495,6.224,6.13703333333333,241.177951388889,2.31388888888889
"924",26,238.866,21.2887,1.826,0.538,9.952,8.9727,240.540770833333,3.84097222222222
"925",26,271.624,28.4842,2.663,2.432,13.468,9.9212,241.814145833333,5.02819444444444
"926",26,277.824,17.6565666666667,0,1.421,6.742,9.49356666666667,241.838430555556,3.20902777777778
"927",26,236.026,16.8355666666667,1.794,0.598,6.462,7.98156666666667,241.893826388889,3.02638888888889
"928",26,283.15,19.8741,0.582,1.034,8.989,9.2691,241.943604166667,3.64222222222222
"929",26,265.742,20.3057,0.989,0.59,9.747,8.9797,241.809298611111,3.64694444444444
"930",27,276.318,20.7096333333333,0.637,0.603,8.032,11.4376333333333,241.966743055556,3.715
"931",27,245.996,14.4024666666667,0.856,0.642,7.371,5.53346666666667,241.923347222222,2.63513888888889
"932",27,373.902,20.6428,2.084,2.329,6.791,9.4388,241.147465277778,3.84416666666667
"933",27,383.148,23.5122666666667,3.215,1.438,8.014,10.8452666666667,241.444576388889,4.31027777777778
"934",27,270.972,15.9043333333333,0.429,0.755,7.142,7.57833333333333,241.763472222222,2.90180555555556
"935",27,256.638,18.5022666666667,1.292,3.619,5.704,7.88726666666667,241.641006944444,3.40375
"936",27,221.196,20.5733333333333,0,3.514,9.308,7.75133333333333,241.60375,3.69097222222222
"937",28,194.652,14.1042,0,0.656,4.783,8.6652,242.591125,2.61180555555556
"938",28,218.214,19.8774333333333,0.988,2.624,7.492,8.77343333333333,242.245229166667,3.52680555555556
"939",28,249.472,16.5661333333333,0.981,0.683,7.756,7.14613333333333,242.214791666667,3.01819444444444
"940",28,191.48,8.55796666666667,0,0.589,4.06,3.90896666666667,242.3049375,1.60097222222222
"941",28,196.526,8.2791,0,0.594,3.881,3.8041,242.547513888889,1.5625
"942",28,266.574,15.1905,2.303,0.618,6.155,6.1145,242.205388888889,2.81527777777778
"943",28,189.692,11.9679,0.878,0.932,5.82,4.3379,241.926895833333,2.1675
"944",29,259.326,9.99256666666667,0,1.724,3.902,4.36656666666667,242.116979166667,1.87611111111111
"945",29,179.134,12.1968,0,0.626,6.67,4.9008,241.594618055556,2.19527777777778
"946",29,218.338,16.1068333333333,0,0.663,5.389,10.0548333333333,242.006277777778,2.88486111111111
"947",29,259.25,20.0607333333333,0,0.598,5.058,14.4047333333333,242.046604166667,3.52583333333333
"948",29,217.864,11.0414333333333,0.914,0.784,4.948,4.39543333333333,241.841861111111,2.04791666666667
"949",29,266.7,13.5627,0,0.981,7.795,4.7867,242.522875,2.50055555555556
"950",29,238.48,12.3255333333333,0,0.681,3.965,7.67953333333333,242.079416666667,2.2625
"951",30,218.91,17.1666666666667,0.926,0.622,9.064,6.55466666666667,241.943319444444,3.05277777777778
"952",30,208.536,9.3623,0,0.63,4.128,4.6043,241.750826388889,1.75652777777778
"953",30,195.46,8.9448,0,0.577,3.716,4.6518,242.097069444444,1.68222222222222
"954",30,239.798,9.05026666666667,0,1.019,3.799,4.23226666666667,242.657402777778,1.71736111111111
"955",30,321.95,11.4761,0,2.062,5.202,4.2121,242.528090277778,2.18208333333333
"956",30,252.766,15.0475,0,4.899,4.353,5.7955,242.221409722222,2.76805555555556
"957",30,185.468,15.0333333333333,0.869,0.749,7.549,5.86633333333333,241.500472222222,2.71138888888889
"958",31,198.206,13.2054333333333,0,2.304,4.04,6.86143333333333,242.439013888889,2.41069444444444
"959",31,228.246,16.2638333333333,0.865,3.423,6.302,5.67383333333333,241.8710625,3.00222222222222
"960",31,242.662,11.7827666666667,0,0.844,6.248,4.69076666666667,241.503006944444,2.20736111111111
"961",31,205.492,8.16206666666667,0,0.637,3.539,3.98606666666667,240.941597222222,1.56847222222222
"962",31,197.3,8.3383,0,0.605,3.811,3.9223,241.920069444444,1.56555555555556
"963",31,196.38,8.48153333333333,0,0.607,3.871,4.00353333333333,242.276486111111,1.60944444444444
"964",31,207.894,8.6442,0,0.62,4.042,3.9822,242.307576388889,1.64444444444444
"965",32,214.786,8.87786666666667,0,0.659,4.193,4.02586666666667,241.22875,1.67736111111111
"966",32,221.29,8.98826666666667,0,0.668,4.232,4.08826666666667,241.357798611111,1.69583333333333
"967",32,214.068,8.77453333333333,0,0.646,4.093,4.03553333333333,241.727097222222,1.65972222222222
"968",32,284.326,16.6372333333333,1.984,2.38,5.154,7.11923333333333,242.049416666667,3.05722222222222
"969",32,298.248,17.8226333333333,0,3.719,6.012,8.09163333333333,241.0285,3.27708333333333
"970",32,307.45,15.8492333333333,0.857,1.467,6.577,6.94823333333333,241.841493055556,2.94875
"971",32,272.552,13.7406,0.912,0.689,4.991,7.1486,241.808277777778,2.55430555555556
"972",33,113.586,10.1140333333333,1.215,3.702,1.709,3.48803333333333,91.860625,1.82319444444444
"973",33,241.328,12.4779333333333,0.429,0.85,4.647,6.55193333333333,241.179576388889,2.28319444444444
"974",33,384.762,25.2343666666667,3.437,1.852,8.922,11.0233666666667,240.896347222222,4.60583333333333
"975",33,409.052,20.2952,1.604,1.094,5.691,11.9062,240.520847222222,3.79444444444444
"976",33,251.462,13.0984666666667,0.001,0.813,6.261,6.02346666666667,241.220444444444,2.41708333333333
"977",33,246.724,18.0099666666667,2.306,1.44,6.324,7.93996666666667,240.826486111111,3.25819444444444
"978",33,262.994,14.6790333333333,0.896,0.812,6.044,6.92703333333333,241.541569444444,2.72597222222222
"979",34,260.89,12.9287,0,0.883,6.138,5.9077,241.085618055556,2.42333333333333
"980",34,262.362,19.3624333333333,3.043,0.887,7.527,7.90543333333333,240.611756944444,3.50333333333333
"981",34,417.834,25.8123,4.544,3.203,8.549,9.5163,241.123236111111,4.76069444444444
"982",34,371.828,17.7784666666667,0.949,0.819,6.994,9.01646666666667,241.555472222222,3.33041666666667
"983",34,285.104,20.8709,2.279,0.737,8.247,9.6079,241.065534722222,3.77180555555556
"984",34,276.826,15.7268333333333,1.14,0.755,6.291,7.54083333333333,241.509861111111,2.88916666666667
"985",34,269.214,18.9424333333333,2.131,1.516,7.86,7.43543333333333,241.777458333333,3.43277777777778
"986",35,251.206,12.4911,0,0.664,4.283,7.5441,241.638125,2.31763888888889
"987",35,246.89,18.6473666666667,1.778,1.125,7.485,8.25936666666667,240.8744375,3.37222222222222
"988",35,315.52,23.1402333333333,0.905,1.483,11.707,9.04523333333333,240.975326388889,4.18347222222222
"989",35,294.084,27.8057,2.653,1.363,10.648,13.1417,241.081256944444,4.98027777777778
"990",35,219.318,21.0920333333333,0.96,0.678,9.974,9.48003333333333,238.742902777778,3.82236111111111
"991",35,217.072,16.3422666666667,0,0.697,6.073,9.57226666666667,241.221104166667,2.99402777777778
"992",35,207.858,20.3802333333333,0.947,0.659,9.921,8.85323333333333,241.817770833333,3.63819444444444
"993",36,213.438,20.8531333333333,3.319,3.099,5.011,9.42413333333333,241.330069444444,3.76208333333333
"994",36,181.064,17.0731333333333,0,0.636,8.095,8.34213333333333,242.012875,3.05625
"995",36,270.068,25.2311,2.988,2.248,10.433,9.5621,240.860277777778,4.53083333333333
"996",36,220.532,20.4771666666667,0.995,0.588,9.031,9.86316666666667,241.860319444444,3.66513888888889
"997",36,201.492,20.3576333333333,2.196,0.577,8.299,9.28563333333333,241.711618055556,3.63958333333333
"998",36,200.204,18.1042333333333,1.002,0.577,8.533,7.99223333333333,241.351604166667,3.22430555555556
"999",36,223.572,25.3557333333333,0.964,3.832,10.671,9.88873333333333,241.308506944444,4.49125
"1000",37,202.392,18.5392333333333,0.928,0.6,6.508,10.5032333333333,241.228951388889,3.30916666666667
"1001",37,183.378,20.2357666666667,0,0.631,11.693,7.91176666666667,241.149993055556,3.56555555555556
"1002",37,325.196,34.4059666666667,9.583,1.202,12.601,11.0199666666667,240.707048611111,6.1425
"1003",37,271.258,26.1936,4.146,0.612,10.188,11.2476,240.249180555556,4.68861111111111
"1004",37,239.666,26.2476333333333,2.843,0.603,9.091,13.7106333333333,241.476958333333,4.6575
"1005",37,184.276,24.2801,1.769,0.56,8.644,13.3071,240.992381944444,4.285
"1006",37,197.746,29.0527,1.035,3.47,13.384,11.1637,240.231291666667,5.14972222222222
"1007",38,167.282,20.3904333333333,0,0.563,9.71,10.1174333333333,241.360652777778,3.61083333333333
"1008",38,169.212,22.9005333333333,1.993,0.652,9.151,11.1045333333333,241.099201388889,4.03861111111111
"1009",38,263.492,35.5951666666667,1.607,4.05,14.845,15.0931666666667,240.354013888889,6.25944444444444
"1010",38,295.694,33.9221333333333,4.532,2.466,11.935,14.9891333333333,241.295444444444,6.02402777777778
"1011",38,214.166,23.6311333333333,0.921,0.604,10.844,11.2621333333333,241.2526875,4.20125
"1012",38,207.256,20.7756,0.937,0.597,8.502,10.7396,241.182027777778,3.69916666666667
"1013",38,235.964,27.2768333333333,2.085,0.978,12.884,11.3298333333333,240.746604166667,4.82472222222222
"1014",39,224.076,23.7709666666667,1.051,0.621,10.374,11.7249666666667,240.387236111111,4.235
"1015",39,207.896,19.3502666666667,0,0.594,9.694,9.06226666666667,241.422923611111,3.48361111111111
"1016",39,288.042,25.9375666666667,1.943,0.571,14.581,8.84256666666667,241.178506944444,4.58527777777778
"1017",39,230.484,23.5078666666667,1.817,4.571,8.554,8.56586666666667,241.221805555556,4.20055555555556
"1018",39,193.198,21.6576,0,0.603,10.797,10.2576,241.726340277778,3.79541666666667
"1019",39,199.878,19.1066333333333,1.031,0.603,7.322,10.1506333333333,240.897347222222,3.39388888888889
"1020",39,212.608,29.6015333333333,0.97,8.08,9.246,11.3055333333333,240.756423611111,5.235
"1021",40,185.416,21.4542,0.95,0.602,9.433,10.4692,241.529520833333,3.78666666666667
"1022",40,183.156,19.2111333333333,0,0.57,10.142,8.49913333333333,240.758881944444,3.38611111111111
"1023",40,255.396,28.6123333333333,3.644,0.92,14.48,9.56833333333333,240.636354166667,5.05041666666667
"1024",40,225.21,27.0184333333333,3.189,3.499,8.98,11.3504333333333,240.698861111111,4.81513888888889
"1025",40,161.54,21.2587,0.984,0.542,7.983,11.7497,241.220520833333,3.69861111111111
"1026",40,179.276,23.8074666666667,0.001,0.543,8.806,14.4574666666667,241.180048611111,4.17097222222222
"1027",40,207.422,30.3639,0.734,4.334,9.908,15.3879,241.211958333333,5.33902777777778
"1028",41,186.614,26.2861,2.091,0.619,11.568,12.0081,241.069777777778,4.58388888888889
"1029",41,188.418,22.5310333333333,0,0.559,10.718,11.2540333333333,240.810152777778,3.95361111111111
"1030",41,255.622,33.5459333333333,4.51,0.57,14.811,13.6549333333333,239.761395833333,5.92722222222222
"1031",41,269.038,32.3156,4.111,6.454,8.648,13.1026,240.649194444444,5.74513888888889
"1032",41,157.714,22.5267333333333,0.997,0.515,9.42,11.5947333333333,240.223826388889,3.96861111111111
"1033",41,165.392,24.1516666666667,0.983,0.53,9.53,13.1086666666667,240.247284722222,4.24972222222222
"1034",41,175.09,28.5204,2.001,3.131,10.013,13.3754,239.759465277778,5.00458333333333
"1035",42,139.632,24.8329333333333,1.629,0.463,9.641,13.0999333333333,241.122131944444,4.32430555555556
"1036",42,145.384,25.281,0,0.482,11.136,13.663,240.246,4.41513888888889
"1037",42,261.152,45.7013333333333,5.49,4.364,18.326,17.5213333333333,238.8905625,8.04555555555556
"1038",42,142.644,25.9360666666667,0.712,0.499,11.144,13.5810666666667,240.750840277778,4.50055555555556
"1039",42,134.358,22.8184666666667,1.104,0.457,8.227,13.0304666666667,242.260243055556,3.95305555555556
"1040",42,151.558,28.7134666666667,0.76,0.45,11.005,16.4984666666667,242.527506944444,4.975
"1041",42,192.17,32.8251,2.031,5.916,8.569,16.3091,242.307013888889,5.71333333333333
"1042",43,155.85,23.3285,0,0.492,11.074,11.7625,242.413958333333,4.04236111111111
"1043",43,196.704,29.2908333333333,3.18,0.495,11.696,13.9198333333333,241.096284722222,5.14486111111111
"1044",43,218.464,43.5734666666667,6.202,0.518,15.941,20.9124666666667,239.8931875,7.65847222222222
"1045",43,243.182,40.1089333333333,3.01,6.181,13.691,17.2269333333333,239.925548611111,7.07027777777778
"1046",43,160.216,18.5390666666667,0.475,0.468,5.788,11.8080666666667,241.530430555556,3.23916666666667
"1047",43,173.798,18.6126,0.579,0.449,8.367,9.2176,241.242763888889,3.27
"1048",43,164.972,21.1451333333333,1.044,0.463,9.318,10.3201333333333,241.408152777778,3.68944444444444
"1049",44,251.842,33.024,0.765,4.125,5.677,22.457,240.346861111111,5.85333333333333
"1050",44,168.534,24.8893,1.779,2.005,8.828,12.2773,241.480333333333,4.35208333333333
"1051",44,171.058,31.2657,1.773,2.514,14.637,12.3417,240.5190625,5.45263888888889
"1052",44,221.902,30.7194666666667,1.97,0.47,12.215,16.0644666666667,240.924166666667,5.38833333333333
"1053",44,170.082,25.0704333333333,1.881,0.471,7.49,15.2284333333333,241.284604166667,4.40069444444444
"1054",44,241.762,37.7781333333333,2.009,3.951,9.025,22.7931333333333,241.141930555556,6.63180555555556
"1055",44,172.428,30.03,1.075,4.008,12.246,12.701,242.078131944444,5.23083333333333
"1056",45,159.064,26.0077666666667,1.105,0.532,9.868,14.5027666666667,241.665277777778,4.53861111111111
"1057",45,169.354,23.1741666666667,0,0.442,11.326,11.4061666666667,242.568159722222,4.03097222222222
"1058",45,197.68,25.9529333333333,2.187,0.408,10.014,13.3439333333333,241.878583333333,4.51041666666667
"1059",45,226.688,41.8000333333333,4.941,2.075,14.871,19.9130333333333,243.250395833333,7.24277777777778
"1060",45,177.962,23.4616666666667,1.126,0.43,7.64,14.2656666666667,243.575243055556,4.09958333333333
"1061",45,167.302,26.7697333333333,1.118,0.432,11.788,13.4317333333333,242.500979166667,4.64819444444444
"1062",45,223.068,34.008,2.338,5.105,11.214,15.351,242.371354166667,5.97472222222222
"1063",46,153.198,24.3844333333333,1.486,0.429,9.403,13.0664333333333,242.206673611111,4.25333333333333
"1064",46,156.932,25.5487666666667,1.856,0.407,9.178,14.1077666666667,241.235708333333,4.45638888888889
"1065",46,245.848,42.6742666666667,4.169,2.411,18.868,17.2262666666667,240.222402777778,7.45347222222222
"1066",46,211.148,32.7884666666667,0.991,5.278,9.446,17.0734666666667,240.325368055556,5.77847222222222
"1067",46,157.194,25.2411333333333,2.021,0.545,9.354,13.3211333333333,241.884875,4.40319444444444
"1068",46,167.628,28.4715666666667,0,0.453,11.616,16.4025666666667,242.660597222222,4.91347222222222
"1069",46,203.88,43.9862333333333,6.012,7.655,13.787,16.5322333333333,241.296666666667,7.68583333333333
"1070",47,149.054,24.5808,0,0.481,10.936,13.1638,242.975069444444,4.25111111111111
"1071",47,146.026,32.6836,0.843,0.407,12.816,18.6176,241.582368055556,5.69222222222222
"1072",47,211.304,41.6142666666667,5.694,1.997,12.553,21.3702666666667,240.620868055556,7.28111111111111
"1073",47,222.638,40.8496,6.774,0.411,16.097,17.5676,241.077701388889,7.19319444444444
"1074",47,148.338,24.5187,0,0.402,8.23,15.8867,242.742715277778,4.23666666666667
"1075",47,153.82,35.4809333333333,2.491,4.579,9.086,19.3249333333333,241.976527777778,6.17986111111111
"1076",47,175.476,33.0021666666667,0.745,5.083,10.596,16.5781666666667,241.178784722222,5.77027777777778
"1077",48,141.542,26.6604333333333,2.262,0.407,10.069,13.9224333333333,242.643465277778,4.61125
"1078",48,133.052,23.0004333333333,0,0.396,11.599,11.0054333333333,241.858819444444,3.96111111111111
"1079",48,225.218,30.9825,3.199,0.386,14.35,13.0475,241.596451388889,5.40611111111111
"1080",48,191.056,27.5160333333333,1.073,3.061,7.828,15.5540333333333,243.308722222222,4.77666666666667
"1081",48,153.382,29.0865,1.08,0.361,12.039,15.6065,243.764305555556,5.02236111111111
"1082",48,141.874,29.2729666666667,0,0.354,10.821,18.0979666666667,242.633152777778,5.07833333333333
"1083",48,170.23,39.0944666666667,1.143,7.052,12.851,18.0484666666667,241.6693125,6.81972222222222
"1084",49,145.222,24.6614666666667,1.039,0.402,9.906,13.3144666666667,243.284097222222,4.29333333333333
"1085",49,183.222,28.5215666666667,1.158,0.352,9.134,17.8775666666667,243.385701388889,4.98513888888889
"1086",49,274.112,39.1960333333333,3.822,0.351,13.324,21.6990333333333,241.298756944444,6.9225
"1087",49,291.892,39.6381333333333,2.85,4.175,12.42,20.1931333333333,241.269270833333,6.98333333333333
"1088",49,165.088,29.0439666666667,1.132,0.358,10.291,17.2629666666667,242.543597222222,5.06583333333333
"1089",49,179.192,33.4480666666667,1.108,0.35,15.376,16.6140666666667,243.731076388889,5.79027777777778
"1090",49,187.594,30.0392666666667,2.054,3.355,7.971,16.6592666666667,242.407319444444,5.24986111111111
"1091",50,223.664,34.3007,2.823,0.351,15.435,15.6917,241.779076388889,5.97152777777778
"1092",50,219.624,29.7410333333333,1.546,0.385,11.251,16.5590333333333,244.291118055556,5.13083333333333
"1093",50,248.73,30.273,1.087,4.12,8.198,16.868,244.938951388889,5.26125
"1094",50,222.19,35.6469,3.984,0.417,13.178,18.0679,244.497597222222,6.16486111111111
"1095",50,151.982,29.9143666666667,1.09,2.28,10.742,15.8023666666667,246.1488125,5.12222222222222
"1096",50,162.344,32.3352666666667,1.111,0.392,14.084,16.7482666666667,246.043180555556,5.51458333333333
"1097",50,154.43,23.2479,1.143,2.943,8.104,11.0579,247.215868055556,3.99333333333333
"1098",51,148.97,28.6197,0,0.308,14.395,13.9167,246.894131944444,4.84125
"1099",51,160.418,29.0784333333333,1.195,0.304,11.466,16.1134333333333,246.594854166667,4.96833333333333
"1100",51,137.608,36.7389,1.165,2.662,13.681,19.2309,245.934541666667,6.24291666666667
"1101",51,122.1,19.0694333333333,1.237,0.313,7.795,9.72443333333333,247.435006944444,3.24444444444444
"1102",51,171.948,33.9161,3.293,0.282,11.473,18.8681,246.409215277778,5.77833333333333
"1103",51,153.362,31.4670333333333,0,0.285,15.829,15.3530333333333,245.7384375,5.36569444444444
"1104",51,135.416,24.2533333333333,1.143,0.284,11.205,11.6213333333333,246.878965277778,4.12138888888889
"1105",52,203.66,48.4315666666667,5.184,5.575,15.198,22.4745666666667,245.835118055556,8.29361111111111
"1106",52,192.384,35.4608,3.371,3.895,14.288,13.9068,243.588298611111,6.12763888888889
"1107",52,160.884,36.3936333333333,1.186,4.294,16.047,14.8666333333333,242.465715277778,6.30638888888889
"1108",52,207.164,36.5908666666667,4.218,0.318,12.45,19.6048666666667,242.666041666667,6.36472222222222
"1109",52,181.668,34.9016333333333,2.175,2.063,14.934,15.7296333333333,243.777611111111,6.03333333333333
"1110",52,242.05,34.1328,1.26,0.346,10.205,22.3218,243.183013888889,5.91263888888889
"1111",52,266.794,40.8518333333333,5.284,4.539,12.484,18.5448333333333,241.052229166667,7.16847222222222
"1112",53,186.612,36.8648666666667,0,0.387,19.409,17.0688666666667,240.958819444444,6.40166666666667
"1113",1,165.336,20.4042,2.304,0.327,3.558,14.2152,242.565722222222,3.53708333333333
"1114",1,199.676,21.8634333333333,0.801,0.298,6.442,14.3224333333333,244.672520833333,3.81972222222222
"1115",1,191.61,34.7242333333333,3.842,4.92,10.074,15.8882333333333,243.744527777778,6.04416666666667
"1116",1,156.404,26.7355333333333,0,0.292,10.812,15.6315333333333,245.699118055556,4.59944444444444
"1117",1,148.936,36.9963333333333,1.785,0.293,16.468,18.4503333333333,244.521034722222,6.34708333333333
"1118",1,152.08,29.6196666666667,1.731,3.256,11.359,13.2736666666667,245.2348125,5.11208333333333
"1119",1,115.024,29.4907,1.198,0.255,12.936,15.1017,244.9085625,5.06972222222222
"1120",2,159.78,29.9534666666667,0,0.994,12.531,16.4284666666667,244.4048125,5.15138888888889
"1121",2,199.4,38.9483333333333,2.781,4.855,14.734,16.5783333333333,243.869736111111,6.73347222222222
"1122",2,227.17,41.8077666666667,3.564,2.032,14.108,22.1037666666667,243.840618055556,7.22638888888889
"1123",2,156.206,25.3114,1.251,0.34,10.279,13.4414,246.069111111111,4.33513888888889
"1124",2,132.324,21.3756333333333,0.552,3.489,9.569,7.76563333333333,151.469680555556,3.70611111111111
"1125",2,0,0,0,0,0,0,0,0
"1126",2,70.262,10.3081333333333,1.89,0.084,1.893,6.44113333333333,50.4084305555556,1.79680555555556
"1127",3,218.29,36.6126666666667,1.957,2.952,13.546,18.1576666666667,243.725763888889,6.335
"1128",3,242.518,35.8352,2.605,2.415,13.652,17.1632,243.045236111111,6.21972222222222
"1129",3,188.986,31.7759333333333,1.992,0.298,15.044,14.4419333333333,242.543006944444,5.52152777777778
"1130",3,191.772,31.3516333333333,0.617,0.295,12.981,17.4586333333333,243.636368055556,5.42152777777778
"1131",3,161.754,40.5584666666667,2.044,0.653,19.311,18.5504666666667,243.023111111111,7.00458333333333
"1132",3,199.86,39.1954666666667,2.317,3.341,14.563,18.9744666666667,242.7604375,6.81069444444444
"1133",3,185.42,35.6309333333333,0.894,0.449,16.451,17.8369333333333,242.95125,6.16194444444444
"1134",4,156.858,29.8437666666667,0.699,0.352,14.512,14.2807666666667,241.850173611111,5.18319444444444
